id_client,date_octroi,age,sexe,situation_matrimoniale,nb_personnes_charge,niveau_education,zone_habitation,secteur_activite,anciennete_activite_mois,revenu_mensuel_fcfa,charges_mensuelles_fcfa,possede_compte_epargne,montant_epargne_fcfa,montant_credit_fcfa,duree_credit_mois,taux_interet_annuel,objet_credit,type_garantie,membre_groupe_solidaire,nb_credits_anterieurs,nb_retards_anterieurs,score_mobile_money,nb_transactions_mm_mois,distance_agence_km,agent_credit,nb_relances_recouvrement,statut_dossier,defaut_paiement
CLI-007768,2023-04-10,46,M,Marie,2.0,Primaire,Semi-urbaine,Commerce,10.0,80100.0,54300.0,0,0.0,435000.0,24,27.66,Equipement,Caution solidaire,0,2,0,44.5,4,9.0,AG-012,0,Solde,0
CLI-002670,2023-06-17,19,F,Marie,2.0,Secondaire,Urbaine,Commerce,45.0,,39200.0,1,93100.0,297000.0,3,16.75,Intrants agricoles,Aucune,0,3,0,82.2,24,1.9,AG-005,0,Solde,0
CLI-000165,2024-07-14,39,F,Marie,3.0,,Rurale,Commerce,97.0,44700.0,25500.0,0,0.0,122000.0,12,28.91,Intrants agricoles,Aucune,0,1,1,62.2,8,16.9,AG-020,7,Contentieux,1
CLI-004815,2024-11-01,40,M,Marie,5.0,Primaire,Urbaine,Commerce,73.0,,56800.0,0,0.0,151000.0,12,21.91,Autre,Aucune,0,4,1,54.8,23,9.8,AG-014,0,Solde,0
CLI-000314,2024-08-29,28,F,Divorce,1.0,Superieur,Rurale,Commerce,75.0,82800.0,12600.0,0,0.0,127000.0,3,24.82,Scolarite,Materiel,0,1,1,55.1,8,21.9,AG-006,0,Solde,0
CLI-007348,2024-07-19,78,F,Celibataire,4.0,Secondaire,Urbaine,Commerce,37.0,185200.0,55000.0,0,,874000.0,3,18.16,Habitat,Materiel,0,0,0,39.2,11,6.8,AG-010,0,Solde,0
CLI-001542,2021-08-22,37,M,Marie,3.0,Primaire,Urbaine,Fonction publique,3.0,229400.0,123100.0,0,0.0,1425000.0,6,24.6,Fonds de roulement,Caution solidaire,1,1,1,53.4,21,0.6,AG-015,5,Recouvrement,1
CLI-008301,2022-09-29,54,M,Celibataire,3.0,Secondaire,Semi-urbaine,Commerce,95.0,89400.0,28200.0,1,140200.0,289000.0,6,18.09,Fonds de roulement,Aucune,0,4,0,,7,1.7,AG-022,0,Solde,0
CLI-006991,2024-07-20,42,M,Marie,4.0,Aucun,Semi-urbaine,Commerce,,57300.0,32200.0,0,,250000.0,12,16.25,Fonds de roulement,Aucune,0,2,0,45.1,9,3.2,AG-005,0,Solde,0
CLI-004521,2024-05-26,46,F,Marie,,Secondaire,Urbaine,Agriculture,39.0,43300.0,17700.0,0,0.0,121000.0,3,28.37,Scolarite,Caution solidaire,1,2,1,46.2,13,3.6,AG-001,5,Recouvrement,1
CLI-006943,2023-08-08,30,F,Marie,5.0,Primaire,Rurale,Artisanat,61.0,43900.0,13700.0,0,0.0,83000.0,12,22.39,Scolarite,Caution solidaire,1,1,0,57.3,3,31.7,AG-004,0,Solde,0
CLI-000381,2024-05-23,43,F,Celibataire,2.0,Aucun,Rurale,Commerce,155.0,43500.0,34100.0,0,0.0,80000.0,6,9.37,Fonds de roulement,Aucune,0,2,0,47.8,6,14.0,AG-011,0,Solde,0
CLI-001585,2023-07-17,43,Masculin,Marie,5.0,Primaire,Semi-urbaine,Services,27.0,,36800.0,0,0.0,805000.0,18,15.9,Intrants agricoles,Materiel,0,2,0,,2,3.7,AG-013,0,Solde,0
CLI-008567,2025-02-23,29,F,Marie,4.0,Primaire,Rurale,Artisanat,31.0,51900.0,42600.0,1,10900.0,287000.0,3,19.13,Fonds de roulement,Caution solidaire,0,2,0,51.4,7,14.9,AG-005,0,Solde,0
CLI-003541,27/05/2022,41,F,Marie,2.0,Secondaire,Semi-urbaine,Commerce,66.0,165100.0,80100.0,0,0.0,306000.0,9,23.57,Fonds de roulement,Caution solidaire,1,4,1,58.8,8,3.4,AG-001,0,Solde,0
CLI-004676,2023-03-25,56,F,Marie,2.0,Primaire,Semi-urbaine,Artisanat,12.0,53600.0,22300.0,0,0.0,112000.0,9,17.09,Equipement,Caution solidaire,1,3,0,45.3,3,2.0,AG-017,0,Solde,0
CLI-006282,2025-03-20,24,F,Divorce,1.0,Aucun,Semi-urbaine,Commerce,71.0,95700.0,49600.0,1,75500.0,349000.0,18,26.04,Equipement,Caution solidaire,0,0,0,45.8,8,1.5,AG-011,0,Solde,0
CLI-003698,2024-03-12,39,M,Marie,2.0,Primaire,Semi-urbaine,  Agriculture,20.0,,27000.0,0,0.0,185000.0,24,18.72,Fonds de roulement,Aucune,1,1,0,56.4,9,2.4,AG-007,0,Solde,0
CLI-002960,2024-10-25,31,F,Marie,3.0,Superieur,Semi-urbaine,Commerce,43.0,136400.0,73000.0,1,15400.0,524000.0,12,17.66,Fonds de roulement,Caution solidaire,0,1,0,76.9,11,3.7,AG-016,1,Solde,0
CLI-005896,27/02/2024,54,F,Celibataire,1.0,,Rurale,Commerce,34.0,111400.0,43800.0,0,0.0,598000.0,9,25.67,Intrants agricoles,Materiel,1,1,0,82.7,5,24.2,AG-018,1,En cours,0
CLI-005882,2024-01-01,21,F,Celibataire,0.0,Primaire,Rurale,  Services,28.0,79900.0,11700.0,1,10300.0,163000.0,12,14.77,Fonds de roulement,Materiel,1,5,0,54.3,4,26.0,AG-005,0,Solde,0
CLI-008425,2025-02-01,26,F,Celibataire,1.0,Secondaire,Semi-urbaine,Agriculture,51.0,77000.0,24000.0,1,14300.0,391000.0,18,14.38,Equipement,Caution solidaire,1,0,0,43.0,4,2.3,AG-024,0,Solde,0
CLI-001454,2023-09-10,37,F,Celibataire,1.0,Superieur,Urbaine,Commerce,113.0,175200.0,101700.0,1,14900.0,943000.0,9,24.55,Fonds de roulement,Caution solidaire,1,2,0,72.3,24,6.0,AG-010,0,En cours,0
CLI-002398,2024-08-07,21,M,Celibataire,1.0,Primaire,Semi-urbaine,Transport,54.0,67700.0,27100.0,1,38800.0,241000.0,9,15.9,Intrants agricoles,Aucune,1,2,0,25.4,5,5.1,AG-024,1,En cours,0
CLI-001945,2022-01-01,31,F,Celibataire,2.0,Superieur,Urbaine,Commerce,36.0,219300.0,117200.0,1,35700.0,486000.0,6,21.14,Fonds de roulement,Materiel,0,1,0,,29,3.2,AG-008,0,En cours,0
CLI-008011,2024-07-17,31,F,Marie,4.0,Secondaire,Semi-urbaine,Agriculture,40.0,,18100.0,1,14900.0,383000.0,9,22.95,Intrants agricoles,Caution solidaire,1,3,0,47.5,7,0.6,AG-020,0,Solde,0
CLI-004529,2023-08-27,21,M,Celibataire,3.0,Secondaire,Urbaine,Artisanat,89.0,188400.0,114900.0,1,8900.0,790000.0,3,23.94,Intrants agricoles,Aucune,0,3,3,44.2,15,3.3,AG-015,7,Recouvrement,1
CLI-003860,2025-03-23,37,F,Celibataire,1.0,Superieur,Urbaine,Commerce,56.0,147800.0,58500.0,1,20300.0,1525000.0,12,15.75,Intrants agricoles,Materiel,0,1,1,51.7,17,5.7,AG-025,1,Solde,0
CLI-003518,2023-12-02,46,M,Marie,2.0,Secondaire,Semi-urbaine,Agriculture,30.0,21400.0,10900.0,0,0.0,122000.0,9,19.36,Scolarite,Aucune,0,3,0,61.1,7,3.2,AG-022,0,En cours,0
CLI-002866,2022-01-30,59,F,Celibataire,1.0,Secondaire,Rurale,Services,115.0,95300.0,49800.0,1,54600.0,335000.0,36,19.85,Scolarite,Caution solidaire,1,3,1,44.6,6,32.9,AG-007,0,Solde,0
CLI-000214,2021-03-17,40,M,Marie,2.0,Primaire,Semi-urbaine,Commerce,13.0,87600.0,28800.0,0,0.0,249000.0,6,16.51,Fonds de roulement,Caution solidaire,1,1,1,29.6,5,5.2,AG-019,1,Solde,0
CLI-000522,2021-06-25,23,M,Celibataire,0.0,Aucun,Semi-urbaine,Commerce,37.0,77600.0,55600.0,1,8400.0,145000.0,9,24.84,Scolarite,Caution solidaire,1,6,2,56.6,6,6.3,AG-014,0,En cours,0
CLI-008174,2023-10-20,46,M,Marie,3.0,Primaire,Semi-urbaine,Services,95.0,,55700.0,1,26800.0,171000.0,6,24.13,Intrants agricoles,Aucune,1,2,0,54.9,3,9.9,AG-009,0,Solde,0
CLI-007932,2021-05-02,40,M,Marie,1.0,Secondaire,Urbaine,Commerce,33.0,153300.0,62900.0,0,0.0,476000.0,18,25.12,Equipement,Materiel,0,0,0,,21,5.5,AG-024,0,Solde,0
CLI-001322,2024-06-30,52,F,Marie,3.0,Superieur,Urbaine,Agriculture,21.0,112100.0,57400.0,0,0.0,614000.0,18,17.73,Intrants agricoles,Caution solidaire,1,1,0,50.9,20,2.1,AG-011,1,Solde,0
CLI-006280,2021-10-23,32,M,Marie,2.0,Secondaire,Urbaine,Fonction publique,211.0,139100.0,73400.0,0,0.0,314000.0,12,22.28,Fonds de roulement,Aucune,0,0,0,,18,2.6,AG-024,0,Solde,0
CLI-006393,2023-11-15,37,F,Celibataire,1.0,Aucun,Rurale,Commerce,123.0,95900.0,56400.0,1,6900.0,278000.0,12,24.75,Equipement,Caution solidaire,1,3,1,40.2,8,23.6,AG-013,0,Solde,0
CLI-006983,2023-10-10,51,F,Marie,4.0,Primaire,Semi-urbaine,Commerce,41.0,71300.0,41000.0,0,0.0,593000.0,9,20.02,Autre,Materiel,0,2,2,40.9,5,1.1,AG-009,4,Contentieux,1
CLI-003454,2024-08-31,32,M,Divorce,2.0,Aucun,Rurale,Commerce,50.0,93300.0,62800.0,0,0.0,180000.0,6,24.46,Equipement,Caution solidaire,1,2,2,55.1,2,27.5,AG-014,0,En cours,0
CLI-004635,2021-12-25,34,F,Celibataire,1.0,Secondaire,Urbaine,Artisanat,29.0,126700.0,50500.0,0,0.0,982000.0,24,13.64,Habitat,Materiel,0,2,0,58.0,14,5.3,AG-009,0,Solde,0
CLI-004261,2021-04-08,24,F,Marie,3.0,Secondaire,Urbaine,Commerce,54.0,56400.0,32600.0,1,34100.0,110000.0,36,21.29,Fonds de roulement,Aucune,0,3,1,69.0,13,3.7,AG-023,0,Solde,0
CLI-006883,2021-05-14,39,M,Marie,1.0,Primaire,Semi-urbaine,Transport,53.0,116400.0,97700.0,0,0.0,399000.0,3,17.25,Intrants agricoles,Aucune,0,1,0,56.0,6,8.1,AG-017,0,Solde,0
CLI-001892,2022-08-08,32,F,Celibataire,2.0,Secondaire,Urbaine,Agriculture,28.0,46200.0,26600.0,1,27700.0,363000.0,18,27.1,Intrants agricoles,Aucune,0,1,0,52.2,15,1.8,AG-005,4,Recouvrement,1
CLI-000021,2024-06-09,45,F,Marie,3.0,Primaire,Semi-urbaine,Fonction publique,,105200.0,56400.0,0,0.0,241000.0,24,21.23,Sante,Aucune,0,4,1,44.3,7,1.5,AG-024,0,Solde,0
CLI-000924,2021-05-12,30,F,Celibataire,0.0,Aucun,Urbaine,Agriculture,44.0,109600.0,63300.0,0,0.0,465000.0,9,23.97,Equipement,Materiel,0,0,0,74.1,20,2.1,AG-006,1,En cours,0
CLI-003840,2021-12-27,52,F,Celibataire,2.0,Primaire,Rurale,Commerce,18.0,51000.0,21800.0,0,0.0,49000.0,6,20.37,Scolarite,Aucune,0,0,0,70.9,7,8.4,AG-010,0,Solde,0
CLI-002326,2021-11-12,33,F,Celibataire,0.0,Primaire,Rurale,Agriculture,24.0,39400.0,19800.0,1,,98000.0,12,11.68,Intrants agricoles,Caution solidaire,1,1,0,73.3,6,11.2,AG-001,1,En cours,0
CLI-005943,2023-12-05,33,Feminin,Marie,3.0,Secondaire,Rurale,Services,93.0,,63700.0,0,0.0,439000.0,12,24.28,Equipement,Aucune,0,0,0,53.8,7,22.6,AG-006,2,Solde,0
CLI-003680,2024-02-15,37,M,Marie,3.0,Secondaire,Rurale,Services,107.0,44700.0,20300.0,0,0.0,205000.0,6,25.62,Intrants agricoles,Caution solidaire,1,2,0,41.8,6,7.4,AG-019,0,Solde,0
CLI-002962,2021-03-13,35,M,Celibataire,0.0,Primaire,Rurale,Artisanat,34.0,73500.0,23500.0,0,,199000.0,9,22.75,Fonds de roulement,Aucune,0,4,0,52.7,10,8.9,AG-014,0,Solde,0
CLI-002890,2022-03-24,54,M,Marie,2.0,Secondaire,Urbaine,Commerce,45.0,157200.0,72700.0,0,,460000.0,12,21.27,Fonds de roulement,Materiel,1,2,0,61.7,17,5.2,AG-015,0,Solde,0
CLI-004485,2022-01-25,46,F,Marie,1.0,Primaire,Semi-urbaine,Agriculture,60.0,63200.0,23800.0,0,0.0,323000.0,12,22.9,Equipement,Caution solidaire,1,2,2,36.0,4,1.2,AG-011,1,Solde,0
CLI-002076,2024-08-03,31,F,Veuf,3.0,Secondaire,Urbaine,Commerce,54.0,79800.0,30000.0,1,6100.0,222000.0,3,17.09,Scolarite,Aucune,0,1,0,46.6,16,7.2,AG-025,0,En cours,0
CLI-002737,2024-03-04,24,F,Celibataire,1.0,Aucun,Semi-urbaine,Commerce,89.0,38600.0,10400.0,0,0.0,146000.0,9,19.16,Autre,Aucune,0,0,0,54.3,8,6.5,AG-008,0,En cours,0
CLI-004716,2023-09-18,40,F,Marie,5.0,Primaire,Rurale,Services,13.0,33400.0,23000.0,0,0.0,92000.0,12,30.7,Fonds de roulement,Aucune,1,1,1,35.2,6,2.3,AG-006,3,Recouvrement,1
CLI-002409,2024-11-22,37,F,Divorce,0.0,Primaire,Rurale,Commerce,90.0,62000.0,21000.0,0,0.0,52000.0,9,19.85,Fonds de roulement,Caution solidaire,1,1,0,42.3,5,7.1,AG-001,1,Solde,0
CLI-005612,2024-01-13,37,M,Divorce,1.0,Superieur,Semi-urbaine,Agriculture,16.0,81700.0,54700.0,1,17900.0,154000.0,12,17.82,Autre,Caution solidaire,0,2,1,40.9,9,5.5,AG-022,0,Solde,0
CLI-000114,2025-03-02,18,M,Marie,5.0,Superieur,Rurale,Services,101.0,62900.0,25600.0,1,8000.0,69000.0,6,23.62,Equipement,Caution solidaire,1,1,0,58.0,10,56.6,AG-019,1,Solde,0
CLI-008223,2023-02-12,-1,F,Marie,5.0,Primaire,Rurale,Agriculture,59.0,33800.0,20800.0,0,0.0,73000.0,12,19.92,Fonds de roulement,Aucune,0,4,0,62.5,8,2.2,AG-019,0,Solde,0
CLI-008210,2022-12-23,51,M,Marie,5.0,Secondaire,Semi-urbaine,Transport,50.0,134000.0,64800.0,0,0.0,467000.0,6,18.16,Fonds de roulement,Materiel,0,3,1,,10,7.0,AG-013,0,Solde,0
CLI-006425,2024-10-08,53,M,Marie,2.0,Aucun,Urbaine,Commerce,88.0,61500.0,24200.0,0,0.0,64000.0,12,20.98,Fonds de roulement,Caution solidaire,1,2,0,29.2,18,4.6,AG-015,0,En cours,0
CLI-005619,2021-09-14,38,F,Marie,4.0,Aucun,Rurale,Artisanat,96.0,54400.0,17000.0,0,0.0,74000.0,12,19.16,Fonds de roulement,Caution solidaire,1,1,1,53.3,2,30.6,AG-024,2,Solde,0
CLI-007417,2023-07-29,29,F,Marie,3.0,Secondaire,Urbaine,Fonction publique,32.0,139200.0,78100.0,0,,696000.0,6,25.96,Scolarite,Materiel,0,1,0,59.8,24,0.3,AG-020,0,Solde,0
CLI-006736,2023-06-30,31,Feminin,Divorce,1.0,Primaire,Semi-urbaine,Artisanat,57.0,71300.0,34900.0,0,0.0,474000.0,6,30.83,Habitat,Caution solidaire,1,3,0,39.6,4,3.4,AG-001,3,Recouvrement,1
CLI-002209,2022-11-26,33,F,Veuf,1.0,Aucun,Urbaine,Commerce,73.0,118100.0,55700.0,0,0.0,355000.0,18,22.21,Equipement,Caution solidaire,1,0,0,63.0,13,1.1,AG-005,1,En cours,0
CLI-009167,2022-06-18,47,F,Marie,2.0,Primaire,Rurale,Agriculture,74.0,23000.0,10000.0,1,7000.0,36000.0,12,18.04,Autre,Caution solidaire,1,1,0,53.5,7,32.6,AG-001,0,Solde,0
CLI-005630,2024-07-23,31,M,Celibataire,4.0,Primaire,Rurale,Transport,44.0,66000.0,45800.0,0,0.0,106000.0,6,22.01,Intrants agricoles,Caution solidaire,1,4,1,68.6,8,18.6,AG-019,1,Solde,0
CLI-000452,2025-02-26,54,F,Marie,3.0,Secondaire,Urbaine,Agriculture,47.0,34400.0,25300.0,0,0.0,274000.0,12,21.2,Autre,Caution solidaire,1,2,0,51.0,10,2.0,AG-020,5,Contentieux,1
CLI-008429,2021-11-28,32,F,Marie,3.0,Secondaire,Rurale,Services,44.0,105100.0,45000.0,0,0.0,365000.0,12,15.34,Fonds de roulement,Aucune,0,0,0,83.6,6,3.7,AG-007,0,Solde,0
CLI-004752,2023-01-31,63,F,Divorce,0.0,Superieur,Urbaine,Artisanat,17.0,,85100.0,1,180700.0,393000.0,12,13.4,Autre,Materiel,1,2,0,55.0,13,1.1,AG-013,3,En cours,0
CLI-008608,2021-08-28,32,F,Marie,3.0,Superieur,Urbaine,Agriculture,34.0,76000.0,35500.0,0,0.0,289000.0,24,20.85,Intrants agricoles,Materiel,0,2,1,55.4,18,2.8,AG-001,0,Solde,0
CLI-000478,2022-10-14,33,F,Divorce,1.0,Secondaire,Urbaine,Agriculture,39.0,43800.0,18700.0,1,55900.0,80000.0,6,12.44,Scolarite,Caution solidaire,0,2,0,64.1,15,0.4,AG-014,1,Solde,0
CLI-001613,2025-01-25,50,M,Celibataire,2.0,Aucun,Rurale,Artisanat,15.0,59200.0,18900.0,0,0.0,64000.0,9,25.36,Fonds de roulement,Caution solidaire,0,2,0,48.2,6,22.5,AG-017,2,Solde,0
CLI-005248,2021-06-24,46,M,Marie,1.0,Superieur,Urbaine,Commerce,2.0,116100.0,50600.0,0,,582000.0,3,26.27,Fonds de roulement,Materiel,0,0,0,44.2,21,2.8,AG-001,2,En cours,0
CLI-002473,2021-11-16,34,M,Celibataire,0.0,Superieur,Urbaine,Commerce,13.0,195600.0,51200.0,1,33900.0,1890000.0,6,16.49,Sante,Hypotheque,0,4,0,,18,2.5,AG-009,0,Solde,0
CLI-007034,14/05/2022,42,F,Marie,4.0,Secondaire,Rurale,Commerce,178.0,54700.0,34000.0,0,0.0,161000.0,12,23.32,Habitat,Aucune,0,1,1,50.7,0,2.6,AG-010,0,En cours,0
CLI-003037,2025-01-05,24,M,Celibataire,3.0,Primaire,Urbaine,Commerce,28.0,79900.0,40900.0,0,0.0,36000.0,12,23.56,Fonds de roulement,Aucune,0,2,1,38.6,25,2.2,AG-020,1,En cours,0
CLI-001915,2024-11-20,18,M,Marie,3.0,Primaire,Rurale,Commerce,101.0,53900.0,27000.0,1,6400.0,271000.0,18,22.57,Fonds de roulement,Caution solidaire,1,1,0,64.2,5,7.7,AG-016,0,Solde,0
CLI-002853,2022-12-23,32,F,Marie,3.0,Superieur,Urbaine,Services,148.0,275100.0,140600.0,1,39600.0,1759000.0,9,27.39,Fonds de roulement,Hypotheque,0,3,0,79.4,20,7.2,AG-019,0,En cours,0
CLI-003831,2023-10-24,43,M,Marie,4.0,Superieur,Urbaine,Commerce,18.0,75900.0,30300.0,1,12100.0,190000.0,3,17.83,Habitat,Aucune,0,0,0,55.1,18,3.6,AG-009,0,Solde,0
CLI-001463,2021-03-14,23,M,Celibataire,2.0,Superieur,Urbaine,Fonction publique,95.0,270100.0,115000.0,1,37100.0,501000.0,3,20.1,Intrants agricoles,Caution solidaire,1,2,0,53.4,25,2.1,AG-012,0,Solde,0
CLI-007177,2024-09-28,43,F,Marie,3.0,Primaire,Rurale,Commerce,28.0,45300.0,10800.0,0,0.0,147000.0,6,18.02,Autre,Caution solidaire,1,2,1,78.2,7,22.1,AG-012,0,Solde,0
CLI-006109,2021-08-18,49,M,Celibataire,1.0,Superieur,Urbaine,Artisanat,50.0,,57600.0,1,14000.0,998000.0,12,19.82,Fonds de roulement,Caution solidaire,1,1,0,57.8,25,8.6,AG-007,0,Solde,0
CLI-001683,2022-03-05,37,F,Marie,3.0,Aucun,Rurale,Commerce,62.0,61800.0,18500.0,1,25200.0,304000.0,9,26.98,Scolarite,Aucune,0,2,1,43.6,4,12.7,AG-001,0,Solde,0
CLI-009154,2022-08-18,18,M,Marie,3.0,Primaire,Rurale,Agriculture,55.0,31500.0,14600.0,0,0.0,73000.0,3,11.25,Fonds de roulement,Aucune,1,1,0,57.5,4,25.8,AG-018,1,En cours,0
CLI-000487,2021-04-23,34,M,Celibataire,1.0,Secondaire,Urbaine,Services,58.0,160100.0,28900.0,0,,552000.0,24,22.03,Fonds de roulement,Hypotheque,0,2,0,60.4,19,3.6,AG-001,0,Solde,0
CLI-006904,2022-05-26,36,F,Celibataire,0.0,Superieur,Urbaine,Agriculture,92.0,144300.0,19600.0,1,29900.0,864000.0,24,24.35,Intrants agricoles,Aucune,0,2,0,64.9,24,0.9,AG-024,0,En cours,0
CLI-000968,2023-08-12,46,M,Marie,1.0,Primaire,Rurale,Commerce,54.0,88300.0,45200.0,1,10000.0,315000.0,12,16.16,Fonds de roulement,Materiel,0,2,1,,7,31.7,AG-022,0,En cours,0
CLI-004876,2024-04-01,19,F,Marie,1.0,Primaire,Rurale,Agriculture,50.0,35100.0,12500.0,1,1600.0,126000.0,12,19.1,Equipement,Aucune,1,1,1,59.2,9,45.0,AG-026,3,Contentieux,1
CLI-006578,2023-10-03,62,M,Marie,3.0,Secondaire,Urbaine,Agriculture,64.0,64300.0,34200.0,0,0.0,252000.0,24,27.27,Equipement,Caution solidaire,0,1,0,72.5,13,1.7,AG-017,0,Solde,0
CLI-001193,2024-10-21,27,M,Celibataire,2.0,Superieur,Semi-urbaine,Fonction publique,20.0,347700.0,122000.0,1,43600.0,1187000.0,6,25.74,Equipement,Caution solidaire,1,1,0,76.8,15,4.8,AG-009,0,Solde,0
CLI-006388,2023-07-18,31,F,Marie,3.0,Superieur,Urbaine,Fonction publique,,287700.0,122700.0,1,120100.0,1725000.0,12,23.6,Fonds de roulement,Caution solidaire,1,0,0,82.4,19,0.8,AG-014,0,Solde,0
CLI-003911,2023-04-26,37,M,Celibataire,0.0,Aucun,Semi-urbaine,Artisanat,54.0,33900.0,15800.0,0,0.0,105000.0,12,13.0,Fonds de roulement,Caution solidaire,1,1,0,,9,1.6,AG-001,0,Solde,0
CLI-001093,2023-06-21,41,M,Marie,,Superieur,Urbaine,Agriculture,78.0,118900.0,66600.0,0,,928000.0,6,18.5,Scolarite,Caution solidaire,1,3,2,47.1,16,8.5,AG-005,6,Recouvrement,1
CLI-001635,2022-02-21,25,M,Celibataire,1.0,Primaire,Semi-urbaine,Artisanat,71.0,70500.0,28200.0,1,14700.0,106000.0,6,21.7,Fonds de roulement,Caution solidaire,0,2,0,65.3,3,0.4,AG-014,0,En cours,0
CLI-000204,2022-04-30,45,F,Celibataire,2.0,Aucun,Semi-urbaine,Artisanat,69.0,34300.0,15300.0,0,,70000.0,24,25.1,Fonds de roulement,Caution solidaire,1,3,1,57.5,4,1.5,AG-022,0,En cours,0
CLI-001219,2022-07-11,45,F,Marie,3.0,Primaire,Rurale,Commerce,21.0,51100.0,35200.0,0,0.0,50000.0,9,26.14,Intrants agricoles,Aucune,0,5,1,36.0,5,18.4,AG-016,1,Solde,0
CLI-008181,2025-02-23,34,M,Marie,4.0,Primaire,Rurale,Services,129.0,44900.0,17500.0,0,0.0,455000.0,12,14.66,Equipement,Materiel,1,3,1,55.3,7,9.4,AG-005,2,Restructure,1
CLI-004090,2024-02-05,32,M,Celibataire,1.0,Secondaire,Semi-urbaine,Agriculture,38.0,25500.0,7800.0,0,,59000.0,6,22.09,Fonds de roulement,Aucune,0,2,0,31.0,9,3.9,AG-014,0,Solde,0
CLI-006268,2021-07-30,34,M,Marie,1.0,Aucun,Rurale,Artisanat,84.0,68900.0,24700.0,0,0.0,438000.0,12,25.49,Scolarite,Materiel,0,1,1,46.6,7,32.1,AG-026,4,Contentieux,1
CLI-007036,2021-11-05,42,M,Celibataire,5.0,Superieur,Rurale,Commerce,53.0,103600.0,39600.0,0,0.0,806000.0,18,16.66,Sante,Materiel,0,1,1,,6,34.0,AG-021,0,Solde,0
CLI-000892,2022-11-29,28,F,Marie,1.0,Secondaire,Rurale,Commerce,10.0,47400.0,28600.0,1,22200.0,211000.0,9,19.86,Equipement,Aucune,0,2,0,58.8,7,28.5,AG-001,4,Restructure,1
CLI-003384,2022-09-07,42,F,Marie,3.0,Superieur,Semi-urbaine,Services,76.0,189400.0,112500.0,1,80100.0,895000.0,18,20.07,Equipement,Caution solidaire,1,3,0,56.6,9,0.8,AG-019,0,En cours,0
CLI-005583,2023-12-21,28,F,Divorce,2.0,Superieur,Urbaine,Artisanat,24.0,91400.0,43200.0,0,0.0,570000.0,12,22.16,Sante,Materiel,1,0,0,34.6,18,4.0,AG-005,0,En cours,0
CLI-008972,2022-07-30,23,M,Marie,7.0,Aucun,Rurale,Commerce,105.0,148500.0,91100.0,1,84100.0,381000.0,6,15.17,Fonds de roulement,Materiel,1,2,1,41.0,5,22.7,AG-002,1,En cours,0
CLI-004755,2021-11-09,44,F,Marie,2.0,Superieur,Urbaine,Commerce,34.0,134800.0,51900.0,1,35700.0,118000.0,12,23.54,Habitat,Hypotheque,0,4,0,63.9,14,4.9,AG-023,0,Solde,0
CLI-001341,2021-11-24,44,M,Marie,2.0,Primaire,Urbaine,Transport,21.0,134100.0,27200.0,0,0.0,422000.0,12,23.38,Scolarite,Caution solidaire,1,3,1,46.6,17,4.3,AG-024,1,En cours,0
CLI-002684,2022-05-14,34,F,Divorce,2.0,Secondaire,Urbaine,Services,61.0,217300.0,106500.0,1,21000.0,722000.0,9,14.22,Fonds de roulement,Materiel,0,4,2,,28,2.7,AG-025,0,Solde,0
CLI-000899,2022-02-26,25,F,Marie,6.0,Secondaire,Semi-urbaine,Fonction publique,61.0,175900.0,120700.0,1,63000.0,304000.0,36,21.93,Autre,Caution solidaire,1,1,1,77.3,9,1.1,AG-012,1,Solde,0
CLI-002631,2023-10-16,47,M,Celibataire,0.0,Secondaire,Urbaine,Transport,85.0,124700.0,50800.0,0,0.0,173000.0,3,22.66,Fonds de roulement,Aucune,0,3,1,25.5,20,13.5,AG-024,0,Solde,0
CLI-000661,2023-06-14,40,M,Divorce,2.0,Superieur,Rurale,Services,9.0,35500.0,15800.0,0,0.0,168000.0,12,17.21,Sante,Aucune,0,1,0,71.1,6,95.0,AG-010,0,En cours,0
CLI-001389,2023-04-12,58,M,Divorce,3.0,Primaire,Rurale,Transport,54.0,42600.0,26600.0,1,,122000.0,36,20.2,Scolarite,Materiel,0,2,0,60.7,9,9.4,AG-004,0,En cours,0
CLI-009180,2022-04-01,18,F,Divorce,1.0,Secondaire,Semi-urbaine,Services,56.0,65200.0,33000.0,0,0.0,25000.0,12,24.12,Equipement,Caution solidaire,1,2,1,50.3,5,5.3,AG-014,0,Solde,0
CLI-000147,2024-07-17,41,F,Marie,,Primaire,Rurale,Commerce,37.0,57900.0,30600.0,0,0.0,299000.0,18,16.59,Sante,Materiel,0,3,0,63.9,4,23.0,AG-018,1,En cours,0
CLI-003521,2023-04-26,36,M,Marie,1.0,Secondaire,Urbaine,Commerce,50.0,86200.0,25500.0,1,21100.0,82000.0,6,29.96,Fonds de roulement,Aucune,0,3,0,60.1,18,2.0,AG-002,0,Solde,0
CLI-001568,2022-06-12,31,M,Marie,3.0,Secondaire,Semi-urbaine,Commerce,26.0,124300.0,63700.0,1,17600.0,799000.0,12,19.66,Fonds de roulement,Caution solidaire,1,2,1,,6,6.7,AG-021,0,En cours,0
CLI-003265,2022-06-18,18,F,Marie,5.0,Superieur,SEMI-URBAINE,Services,62.0,89000.0,51600.0,0,,482000.0,24,18.21,Sante,Caution solidaire,1,1,1,,6,4.1,AG-024,0,En cours,0
